Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,Age,City,ZipCode,State
Partial College,Professional,F,M,Yes,2,1,4,108407,62,No,72,San Diego,92101,California
High School,Professional,F,M,Yes,2,1,4,103287,66,No,72,Newark,7101,New Jersey
High School,Professional,F,M,Yes,2,1,4,98972,57,No,72,Tucson,85701,Arizona
Partial College,Professional,F,M,No,2,5,5,142411,109,Yes,72,Charlotte,28201,North Carolina
Partial College,Professional,M,M,No,3,5,5,153520,166,Yes,73,Orlando,32801,Florida
High School,Professional,F,M,Yes,3,1,4,109516,65,Yes,73,Oklahoma City,73101,Oklahoma
Partial College,Professional,F,M,No,3,5,5,126222,107,No,73,Greensboro,27401,North Carolina
High School,Management,M,M,Yes,3,1,4,109921,96,No,74,Austin,73301,Texas
High School,Management,M,M,Yes,3,5,5,158734,157,Yes,74,Detroit,48201,Michigan
High School,Management,M,M,No,3,5,5,159248,165,Yes,74,Jacksonville,32099,Florida
Partial College,Management,F,M,Yes,4,5,5,137594,106,Yes,75,Mesa,85201,Arizona
High School,Management,M,M,No,4,5,5,154204,168,Yes,75,Los Angeles,90001,California
Partial High School,Skilled Manual,F,M,Yes,4,1,5,88942,56,No,76,Houston,77001,Texas
High School,Management,M,M,Yes,4,1,5,111850,93,No,76,Fresno,93701,California
High School,Management,M,M,Yes,3,5,5,167198,162,Yes,76,Austin,73301,Texas
Partial High School,Skilled Manual,M,S,Yes,2,0,5,105391,73,No,77,Omaha,68101,Nebraska
Partial High School,Professional,F,M,No,1,5,5,94187,92,No,77,Corpus Christi,78401,Texas
Partial High School,Professional,M,M,Yes,4,5,5,165686,160,Yes,77,Boston,2101,Massachusetts
Bachelors,Professional,M,S,No,2,0,0,108992,77,No,49,Las Vegas,89101,Nevada
Bachelors,Professional,F,S,No,2,0,0,77342,52,Yes,48,Washington,20001,DC
Bachelors,Professional,F,M,Yes,3,0,0,96934,50,No,48,Arlington,76010,Texas
Bachelors,Professional,M,S,No,3,0,0,88306,67,No,49,Riverside,92501,California
Bachelors,Professional,F,M,Yes,2,0,0,106383,54,Yes,49,Toledo,43601,Ohio
Bachelors,Professional,M,S,Yes,4,0,0,104596,80,No,50,Colorado Springs,80901,Colorado
Bachelors,Professional,F,S,No,2,0,0,105188,53,No,49,Chicago,60601,Illinois
Bachelors,Professional,M,S,No,3,0,0,144123,82,No,50,Aurora,80010,Colorado
Bachelors,Professional,M,S,No,3,0,0,124440,76,Yes,51,Cleveland,44101,Ohio
Bachelors,Professional,M,S,No,3,0,0,129416,75,Yes,50,Oakland,94601,California
High School,Management,F,S,Yes,2,5,5,99570,90,Yes,50,Colorado Springs,80901,Colorado
Bachelors,Professional,M,S,No,3,0,0,128125,75,Yes,51,Seattle,98101,Washington
High School,Management,F,S,Yes,2,5,5,96843,88,Yes,51,Nashville,37201,Tennessee
High School,Management,M,S,Yes,3,5,5,119554,146,Yes,52,Cleveland,44101,Ohio
Bachelors,Professional,F,S,Yes,4,0,0,109397,53,No,53,Honolulu,96801,Hawaii
Partial High School,Professional,F,M,Yes,4,5,5,127553,103,Yes,52,Washington,20001,DC
High School,Management,M,M,Yes,3,5,5,113870,157,Yes,53,Tampa,33601,Florida
Bachelors,Professional,F,S,No,4,0,0,98495,55,Yes,54,Charlotte,28201,North Carolina
High School,Management,F,S,Yes,4,5,5,84103,93,Yes,54,Kansas City,64101,Missouri
Partial High School,Professional,M,M,No,4,5,5,157700,165,Yes,54,Arlington,76010,Texas
Partial High School,Professional,F,M,Yes,4,5,5,104577,101,Yes,53,Virginia Beach,23450,Virginia
Bachelors,Management,F,S,Yes,4,5,5,155266,98,Yes,53,Columbus,43085,Ohio
Partial High School,Management,M,M,No,4,5,5,169532,163,Yes,53,Mesa,85201,Arizona
Partial College,Professional,M,M,Yes,2,3,4,126185,132,Yes,60,Tucson,85701,Arizona
Graduate Degree,Skilled Manual,F,S,Yes,0,0,1,80985,51,No,52,Boston,2101,Massachusetts
Graduate Degree,Professional,F,M,Yes,0,0,1,99013,52,No,52,Chula Vista,91910,California
Graduate Degree,Professional,M,M,Yes,0,0,1,113975,84,No,52,Denver,80201,Colorado
Graduate Degree,Professional,F,M,Yes,0,0,2,86951,53,No,52,Greensboro,27401,North Carolina
Bachelors,Skilled Manual,F,M,Yes,0,1,1,59829,58,Yes,54,Bakersfield,93301,California
Bachelors,Skilled Manual,M,M,Yes,0,1,1,50421,85,No,54,Anchorage,99501,Alaska
Graduate Degree,Professional,F,S,Yes,0,0,1,96140,49,No,55,St. Louis,63101,Missouri
Graduate Degree,Professional,M,M,Yes,0,0,1,105934,84,No,53,Riverside,92501,California
Graduate Degree,Professional,M,M,Yes,0,0,1,108455,85,No,53,Chicago,60601,Illinois
Graduate Degree,Professional,F,M,Yes,0,0,3,94691,47,No,53,Pittsburgh,15201,Pennsylvania
Graduate Degree,Professional,F,S,Yes,0,0,3,87590,56,No,53,Los Angeles,90001,California
Graduate Degree,Professional,F,M,Yes,0,0,1,100180,60,Yes,55,Detroit,48201,Michigan
Graduate Degree,Professional,M,M,Yes,0,0,1,116943,88,No,55,Los Angeles,90001,California
Graduate Degree,Professional,F,S,Yes,0,0,4,84834,47,No,54,Lexington,40502,Kentucky
Graduate Degree,Professional,F,M,Yes,0,0,4,112138,57,No,54,Phoenix,85001,Arizona
Graduate Degree,Professional,M,M,Yes,0,0,4,113210,88,No,54,Stockton,95201,California
Graduate Degree,Professional,F,M,Yes,0,0,2,119097,58,No,54,Minneapolis,55401,Minnesota
Bachelors,Professional,M,S,No,1,0,0,57617,64,Yes,57,Louisville,40201,Kentucky
Bachelors,Skilled Manual,M,S,No,1,2,2,57413,90,Yes,57,Philadelphia,19101,Pennsylvania
Bachelors,Skilled Manual,M,S,Yes,1,2,2,66625,89,No,57,Austin,73301,Texas
Bachelors,Skilled Manual,F,S,No,1,2,2,47803,61,Yes,57,San Jose,95101,California
Graduate Degree,Professional,M,M,Yes,0,0,0,111008,85,No,58,Cleveland,44101,Ohio
Graduate Degree,Professional,M,M,Yes,0,0,0,128738,86,Yes,58,Honolulu,96801,Hawaii
Graduate Degree,Professional,M,M,Yes,0,0,0,111528,83,No,58,Albuquerque,87101,New Mexico
Graduate Degree,Professional,F,S,Yes,0,0,0,96657,50,No,58,Milwaukee,53201,Wisconsin
Graduate Degree,Professional,M,S,Yes,0,0,4,105106,79,Yes,58,Raleigh,27601,North Carolina
Graduate Degree,Professional,M,M,Yes,0,0,4,110769,86,Yes,58,Lincoln,68501,Nebraska
Bachelors,Skilled Manual,F,S,Yes,2,3,3,104428,77,No,59,Indianapolis,46201,Indiana
Graduate Degree,Professional,F,S,No,1,0,0,89522,51,Yes,59,Detroit,48201,Michigan
Bachelors,Professional,M,M,No,1,0,0,60735,75,Yes,60,Toledo,43601,Ohio
Bachelors,Professional,M,S,No,1,0,0,69572,74,Yes,60,Louisville,40201,Kentucky
Bachelors,Professional,M,S,No,1,0,0,71145,81,No,60,Milwaukee,53201,Wisconsin
Bachelors,Skilled Manual,F,M,Yes,2,4,4,65238,84,Yes,60,Milwaukee,53201,Wisconsin
Bachelors,Skilled Manual,M,S,Yes,2,4,4,98940,129,Yes,60,El Paso,79901,Texas
Bachelors,Skilled Manual,M,M,Yes,3,4,4,70217,133,Yes,60,Fresno,93701,California
Bachelors,Skilled Manual,M,M,Yes,3,4,4,91834,140,Yes,60,Lincoln,68501,Nebraska
Bachelors,Skilled Manual,F,M,Yes,3,4,4,66481,79,Yes,61,New Orleans,70112,Louisiana
Bachelors,Skilled Manual,F,M,Yes,3,5,5,58206,91,Yes,60,Anaheim,92801,California
Bachelors,Skilled Manual,F,S,No,2,2,4,76741,64,Yes,61,Newark,7101,New Jersey
Bachelors,Skilled Manual,M,S,No,2,2,4,96084,100,Yes,60,Raleigh,27601,North Carolina
Bachelors,Skilled Manual,F,S,No,2,2,4,76646,67,Yes,60,Baltimore,21201,Maryland
Bachelors,Skilled Manual,M,M,Yes,2,2,4,83378,108,Yes,60,Los Angeles,90001,California
Bachelors,Professional,F,S,No,1,0,0,53879,45,No,61,Las Vegas,89101,Nevada
Bachelors,Skilled Manual,M,S,No,2,2,4,105825,104,Yes,61,Kansas City,64101,Missouri
Bachelors,Professional,M,M,Yes,2,2,4,95473,107,Yes,61,Los Angeles,90001,California
Bachelors,Professional,F,M,Yes,2,2,4,80417,75,Yes,61,Raleigh,27601,North Carolina
Bachelors,Professional,F,S,No,1,0,0,90496,46,No,56,Chula Vista,91910,California
Bachelors,Professional,F,S,No,1,0,0,72881,48,No,56,San Antonio,78201,Texas
Bachelors,Professional,F,S,No,1,0,0,88650,51,Yes,56,Detroit,48201,Michigan
Graduate Degree,Professional,F,S,No,0,2,2,86062,64,No,56,Cincinnati,45201,Ohio
Bachelors,Professional,M,S,No,1,0,0,108377,78,Yes,61,Austin,73301,Texas
Graduate Degree,Professional,F,S,No,0,2,3,97290,66,No,61,Columbus,43085,Ohio
Graduate Degree,Professional,M,S,No,0,2,3,123005,110,Yes,61,Fort Worth,76101,Texas
Graduate Degree,Professional,F,M,Yes,0,2,3,81944,71,No,61,Fort Worth,76101,Texas
Bachelors,Skilled Manual,F,M,Yes,0,1,1,51782,55,Yes,50,Portland,97201,Oregon
High School,Manual,F,S,No,1,0,0,51617,38,Yes,51,Portland,97201,Oregon
Partial High School,Manual,M,S,No,2,0,0,14747,59,Yes,52,Cincinnati,45201,Ohio
Partial High School,Manual,F,S,Yes,2,0,0,16066,37,No,52,Riverside,92501,California
Bachelors,Skilled Manual,F,M,Yes,1,1,1,56364,58,No,51,Indianapolis,46201,Indiana
Partial High School,Manual,F,S,No,2,0,0,23330,43,No,52,Irvine,92602,California
Partial High School,Manual,F,S,No,2,0,0,24129,42,No,52,Virginia Beach,23450,Virginia
Partial High School,Manual,F,S,No,2,0,0,15610,35,Yes,52,Fort Worth,76101,Texas
High School,Manual,M,S,No,1,0,0,51712,74,No,52,Portland,97201,Oregon
High School,Manual,M,S,No,1,0,0,50058,61,No,52,Cleveland,44101,Ohio
Partial High School,Manual,M,S,Yes,2,0,0,18190,62,No,53,Columbus,43085,Ohio
Partial High School,Manual,F,S,No,2,0,0,19051,37,No,53,Orlando,32801,Florida
Partial High School,Manual,F,S,No,2,0,0,16570,40,No,53,Irvine,92602,California
Partial High School,Manual,M,M,No,2,0,0,13339,63,No,53,Denver,80201,Colorado
Partial High School,Manual,M,S,Yes,2,0,0,28657,65,No,53,Corpus Christi,78401,Texas
High School,Manual,M,S,No,1,0,0,32765,64,No,53,Austin,73301,Texas
High School,Manual,F,S,Yes,1,0,0,27703,46,Yes,53,Las Vegas,89101,Nevada
High School,Manual,M,S,Yes,1,0,0,39643,66,Yes,53,Albuquerque,87101,New Mexico
High School,Manual,M,S,No,1,0,0,31041,64,No,53,Baltimore,21201,Maryland
Partial College,Clerical,F,S,Yes,0,2,2,58377,63,No,54,Charlotte,28201,North Carolina
Partial College,Clerical,M,S,Yes,0,2,2,43761,89,No,54,San Francisco,94101,California
Partial College,Clerical,M,S,Yes,0,2,2,63689,93,Yes,54,Louisville,40201,Kentucky
Partial College,Clerical,M,S,Yes,0,2,2,52622,87,Yes,54,San Diego,92101,California
Partial College,Clerical,F,S,Yes,1,2,2,42635,59,Yes,54,Plano,75023,Texas
Partial College,Clerical,F,S,Yes,0,3,3,48722,67,Yes,49,Houston,77001,Texas
Partial College,Clerical,M,S,Yes,0,3,3,50771,98,Yes,49,Houston,77001,Texas
Graduate Degree,Skilled Manual,M,M,Yes,0,0,0,105286,80,No,58,Boston,2101,Massachusetts
Graduate Degree,Skilled Manual,M,M,Yes,0,0,0,116568,83,Yes,58,Austin,73301,Texas
High School,Manual,M,S,Yes,2,0,2,18728,58,No,71,Riverside,92501,California
High School,Manual,F,S,Yes,2,0,2,21384,41,Yes,71,Corpus Christi,78401,Texas
High School,Manual,F,M,No,2,0,2,21848,40,No,71,Toledo,43601,Ohio
Partial High School,Manual,M,M,No,2,0,2,35852,64,No,70,Philadelphia,19101,Pennsylvania
High School,Clerical,F,M,Yes,1,0,1,44531,47,No,70,Cleveland,44101,Ohio
High School,Clerical,F,M,Yes,1,0,1,58985,50,No,70,Seattle,98101,Washington
Partial High School,Manual,M,S,No,2,0,0,18563,59,No,53,Greensboro,27401,North Carolina
Partial College,Clerical,F,M,Yes,1,0,1,43174,46,No,69,Kansas City,64101,Missouri
Partial College,Clerical,F,M,Yes,1,0,1,39685,41,No,70,Anaheim,92801,California
High School,Skilled Manual,F,S,Yes,2,0,2,28430,42,No,68,Orlando,32801,Florida
High School,Skilled Manual,M,S,Yes,2,0,2,39356,66,No,68,Long Beach,90801,California
High School,Skilled Manual,M,S,Yes,2,0,2,52211,70,No,68,Fort Worth,76101,Texas
High School,Skilled Manual,M,M,Yes,2,0,2,56667,71,No,68,Cleveland,44101,Ohio
Partial College,Clerical,M,M,Yes,1,0,1,43663,71,No,68,Indianapolis,46201,Indiana
Partial College,Clerical,F,M,Yes,1,0,1,43515,43,No,68,New York,10001,New York
High School,Skilled Manual,F,M,No,2,0,2,51352,50,No,68,Dallas,75201,Texas
High School,Skilled Manual,F,M,Yes,2,0,2,48548,43,No,67,Anchorage,99501,Alaska
High School,Skilled Manual,M,M,Yes,2,0,2,39332,66,No,67,Jersey City,7302,New Jersey
High School,Skilled Manual,F,M,Yes,2,0,2,46255,48,No,67,Atlanta,30301,Georgia
High School,Skilled Manual,F,M,Yes,2,0,2,31158,43,No,67,Tulsa,74101,Oklahoma
Partial College,Clerical,M,M,Yes,1,0,1,67945,76,No,67,St. Louis,63101,Missouri
Partial College,Clerical,M,M,Yes,1,0,2,60881,78,No,66,San Jose,95101,California
Partial College,Clerical,M,M,Yes,1,0,2,43202,77,No,66,Anaheim,92801,California
Partial College,Clerical,F,M,Yes,1,0,2,46518,46,No,66,New Orleans,70112,Louisiana
Graduate Degree,Skilled Manual,M,S,Yes,0,0,5,135514,77,No,66,Tulsa,74101,Oklahoma
Graduate Degree,Skilled Manual,F,M,Yes,0,0,5,119188,54,No,66,Newark,7101,New Jersey
Graduate Degree,Skilled Manual,F,M,Yes,0,0,5,114105,56,No,66,Santa Ana,92701,California
Graduate Degree,Skilled Manual,F,S,Yes,0,0,4,85325,54,Yes,65,Jacksonville,32099,Florida
Graduate Degree,Skilled Manual,M,M,Yes,0,0,4,105528,80,No,65,Tucson,85701,Arizona
High School,Skilled Manual,M,S,No,2,4,4,43875,114,Yes,52,Omaha,68101,Nebraska
Graduate Degree,Skilled Manual,F,M,Yes,0,0,0,80617,55,No,52,Omaha,68101,Nebraska
Graduate Degree,Skilled Manual,F,M,Yes,0,0,0,60083,48,No,52,Kansas City,64101,Missouri
Graduate Degree,Skilled Manual,F,M,Yes,0,0,0,51460,45,No,51,Milwaukee,53201,Wisconsin
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,60416,75,No,51,Cleveland,44101,Ohio
Graduate Degree,Skilled Manual,F,M,Yes,0,0,1,55505,53,No,51,Kansas City,64101,Missouri
Graduate Degree,Skilled Manual,F,M,Yes,0,0,1,68890,52,No,51,Fresno,93701,California
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,76167,77,No,51,Indianapolis,46201,Indiana
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,90254,79,Yes,51,New York,10001,New York
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,112595,83,No,53,Fort Worth,76101,Texas
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,104125,85,No,53,Durham,27701,North Carolina
Graduate Degree,Manual,F,M,Yes,0,0,1,37570,49,No,56,Kansas City,64101,Missouri
Graduate Degree,Manual,F,M,Yes,0,0,1,42695,44,No,62,Honolulu,96801,Hawaii
Bachelors,Manual,M,M,Yes,0,0,1,37959,69,No,63,Phoenix,85001,Arizona
Bachelors,Manual,F,M,Yes,0,0,1,34616,47,No,64,Fresno,93701,California
Graduate Degree,Clerical,M,M,Yes,0,0,1,54240,71,Yes,63,Denver,80201,Colorado
Bachelors,Clerical,F,S,Yes,0,0,1,29066,46,No,68,Portland,97201,Oregon
Bachelors,Clerical,M,S,Yes,0,0,1,48452,64,No,68,Tucson,85701,Arizona
Partial College,Manual,M,S,Yes,1,0,2,24387,55,No,69,Honolulu,96801,Hawaii
Bachelors,Clerical,F,M,Yes,0,0,1,36240,46,No,69,Houston,77001,Texas
Partial College,Manual,F,M,Yes,1,0,2,19994,41,No,71,Washington,20001,DC
Partial College,Manual,M,M,Yes,1,0,2,30720,67,No,70,Bakersfield,93301,California
Bachelors,Clerical,F,S,Yes,0,0,1,44379,37,No,85,Chicago,60601,Illinois
Bachelors,Clerical,F,M,Yes,0,0,1,32053,37,No,84,Minneapolis,55401,Minnesota
Bachelors,Clerical,F,M,Yes,0,0,1,55095,44,No,82,Los Angeles,90001,California
Bachelors,Clerical,F,M,Yes,0,0,1,42862,46,No,82,Corpus Christi,78401,Texas
Partial College,Manual,M,S,No,1,0,0,21389,58,No,44,Houston,77001,Texas
Partial College,Manual,M,M,No,1,0,0,29906,61,No,45,Omaha,68101,Nebraska
Partial College,Manual,M,M,No,1,0,0,17472,63,No,45,Philadelphia,19101,Pennsylvania
Partial College,Manual,M,M,Yes,1,0,0,22024,62,No,45,Portland,97201,Oregon
Partial College,Manual,F,M,No,1,0,0,16652,46,No,46,San Diego,92101,California
High School,Manual,F,S,No,2,0,0,17728,38,No,47,Plano,75023,Texas
Bachelors,Clerical,M,M,Yes,0,0,0,24470,64,No,45,Honolulu,96801,Hawaii
Bachelors,Clerical,M,M,Yes,0,0,0,37971,70,No,46,San Antonio,78201,Texas
Partial College,Manual,M,M,Yes,0,0,1,18321,57,No,82,Honolulu,96801,Hawaii
Partial College,Manual,M,M,Yes,0,1,1,22704,75,Yes,63,New York,10001,New York
Partial College,Manual,M,S,No,0,1,1,23417,65,Yes,63,Lincoln,68501,Nebraska
High School,Manual,M,M,Yes,1,1,1,21844,77,No,64,Tucson,85701,Arizona
Partial College,Manual,M,S,No,0,1,1,20446,71,No,64,New Orleans,70112,Louisiana
Partial College,Manual,M,S,No,0,1,1,26224,71,No,64,Columbus,43085,Ohio
Partial College,Manual,F,S,Yes,1,0,2,22247,40,No,66,San Jose,95101,California
Graduate Degree,Clerical,F,M,Yes,0,0,1,58482,49,No,66,Denver,80201,Colorado
Graduate Degree,Clerical,F,M,Yes,0,0,1,62467,48,No,66,New York,10001,New York
Bachelors,Clerical,F,M,Yes,0,0,3,41863,48,No,64,Corpus Christi,78401,Texas
Bachelors,Clerical,F,M,Yes,0,0,3,53418,50,No,64,Lexington,40502,Kentucky
Bachelors,Clerical,M,M,Yes,0,0,3,65435,83,No,65,Las Vegas,89101,Nevada
Bachelors,Clerical,F,M,Yes,0,0,3,52843,48,Yes,65,Wichita,67201,Kansas
Bachelors,Clerical,M,M,Yes,0,0,3,72863,75,Yes,65,Baltimore,21201,Maryland
Bachelors,Clerical,M,S,Yes,0,0,1,57507,72,No,66,Newark,7101,New Jersey
High School,Manual,F,S,Yes,0,2,2,18988,60,No,54,Charlotte,28201,North Carolina
Bachelors,Clerical,F,M,Yes,0,0,0,58725,48,No,54,Lexington,40502,Kentucky
Bachelors,Clerical,M,M,Yes,0,0,0,64289,71,No,54,Raleigh,27601,North Carolina
High School,Manual,F,S,Yes,1,2,2,16167,49,No,55,Fort Wayne,46801,Indiana
Partial College,Manual,M,S,No,1,0,0,20615,56,No,56,San Antonio,78201,Texas
Bachelors,Clerical,M,S,Yes,0,0,0,43450,68,Yes,55,Dallas,75201,Texas
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,55899,49,Yes,55,Chicago,60601,Illinois
Graduate Degree,Skilled Manual,F,M,Yes,0,0,0,69890,48,No,55,Atlanta,30301,Georgia
Partial College,Manual,M,M,No,2,0,3,22736,68,No,72,New Orleans,70112,Louisiana
Partial College,Manual,F,M,Yes,1,0,2,22184,45,No,72,New Orleans,70112,Louisiana
Partial College,Manual,M,S,Yes,2,0,3,25839,53,No,73,Mesa,85201,Arizona
High School,Manual,M,M,No,2,0,3,20855,63,No,73,Memphis,37501,Tennessee
High School,Manual,F,S,Yes,2,1,2,23348,53,No,71,Fresno,93701,California
High School,Manual,F,S,Yes,1,2,2,15627,51,No,56,Arlington,76010,Texas
High School,Manual,F,M,No,0,3,3,10869,61,No,56,New Orleans,70112,Louisiana
Partial College,Manual,M,M,Yes,0,1,1,26456,76,Yes,56,Toledo,43601,Ohio
Bachelors,Clerical,F,M,Yes,0,0,1,59894,47,No,56,Phoenix,85001,Arizona
Bachelors,Clerical,M,M,Yes,0,1,1,52738,87,Yes,56,Tampa,33601,Florida
Graduate Degree,Clerical,F,M,Yes,0,0,0,58283,50,No,56,Mesa,85201,Arizona
Graduate Degree,Clerical,F,M,Yes,0,0,0,58661,52,Yes,56,Sacramento,94203,California
High School,Manual,M,S,Yes,1,3,3,12440,83,Yes,57,Colorado Springs,80901,Colorado
Partial High School,Manual,M,S,Yes,1,3,3,17243,88,Yes,57,Kansas City,64101,Missouri
Partial College,Manual,M,S,No,1,1,1,23859,72,Yes,57,Anaheim,92801,California
Partial College,Manual,M,M,Yes,1,1,1,41019,80,Yes,57,Baltimore,21201,Maryland
Partial College,Manual,F,S,No,1,1,1,28739,53,Yes,57,Lexington,40502,Kentucky
Bachelors,Clerical,M,S,No,0,1,1,62450,83,Yes,57,Portland,97201,Oregon
Bachelors,Clerical,M,S,No,1,1,1,59095,82,Yes,57,Saint Paul,55101,Minnesota
High School,Manual,F,S,No,1,1,1,33036,50,Yes,58,Santa Ana,92701,California
High School,Manual,M,M,Yes,1,1,1,23638,79,No,58,Oklahoma City,73101,Oklahoma
High School,Manual,M,S,No,1,1,1,16289,69,No,58,Boston,2101,Massachusetts
Bachelors,Clerical,M,M,Yes,0,0,0,61730,76,No,57,Nashville,37201,Tennessee
Bachelors,Clerical,F,M,Yes,0,0,0,54152,55,No,57,New Orleans,70112,Louisiana
Bachelors,Clerical,F,M,Yes,0,0,0,52274,50,No,57,Wichita,67201,Kansas
Bachelors,Clerical,M,M,Yes,1,1,1,60668,90,Yes,58,San Diego,92101,California
Bachelors,Skilled Manual,F,M,Yes,2,1,1,56915,57,No,58,San Francisco,94101,California
Partial High School,Manual,M,S,Yes,2,3,4,17812,87,No,59,San Antonio,78201,Texas
High School,Manual,F,S,Yes,0,2,2,20431,52,No,59,Fort Wayne,46801,Indiana
High School,Manual,M,S,Yes,1,2,2,23113,78,Yes,59,Albuquerque,87101,New Mexico
High School,Manual,M,S,Yes,1,2,2,12289,81,Yes,59,Austin,73301,Texas
Bachelors,Skilled Manual,M,M,Yes,2,1,1,66816,88,Yes,59,Nashville,37201,Tennessee
Bachelors,Skilled Manual,F,M,Yes,2,1,1,52261,54,No,59,Chicago,60601,Illinois
Partial High School,Manual,F,S,Yes,2,2,3,16504,48,No,60,Charlotte,28201,North Carolina
High School,Manual,M,S,Yes,0,3,3,25133,93,Yes,60,Milwaukee,53201,Wisconsin
High School,Manual,M,S,Yes,0,3,3,24920,85,Yes,60,Santa Ana,92701,California
High School,Manual,F,S,Yes,0,3,3,19823,59,No,60,Chula Vista,91910,California
Bachelors,Professional,F,M,No,0,0,0,63562,52,No,58,Riverside,92501,California
Bachelors,Professional,M,M,Yes,0,0,0,79357,86,No,58,Las Vegas,89101,Nevada
Bachelors,Professional,F,M,Yes,0,0,0,56481,48,No,58,Arlington,76010,Texas
Bachelors,Professional,M,M,Yes,0,0,0,69954,73,No,58,Pittsburgh,15201,Pennsylvania
Partial College,Clerical,F,S,Yes,0,2,2,41332,55,No,61,Miami,33101,Florida
Partial College,Clerical,M,S,Yes,0,2,2,66381,95,Yes,61,Toledo,43601,Ohio
Partial College,Clerical,F,M,No,1,2,2,60783,68,No,59,Anchorage,99501,Alaska
Bachelors,Skilled Manual,F,M,Yes,0,0,1,52091,50,No,59,Orlando,32801,Florida
Bachelors,Skilled Manual,M,M,Yes,0,0,1,61458,70,No,59,Cincinnati,45201,Ohio
Bachelors,Skilled Manual,F,M,Yes,0,0,1,54556,50,No,59,Lincoln,68501,Nebraska
Partial College,Clerical,M,S,Yes,2,2,2,54329,93,Yes,60,Milwaukee,53201,Wisconsin
Bachelors,Skilled Manual,F,M,Yes,0,0,1,51214,46,No,60,Cleveland,44101,Ohio
Partial College,Clerical,M,S,Yes,2,2,2,74649,93,Yes,61,El Paso,79901,Texas
Partial College,Clerical,M,S,Yes,2,2,2,50970,88,Yes,61,Aurora,80010,Colorado
Partial College,Clerical,F,S,Yes,0,3,3,36485,65,No,61,San Diego,92101,California
High School,Manual,M,S,No,1,0,0,24680,53,No,47,Phoenix,85001,Arizona
Partial College,Clerical,M,S,Yes,1,3,3,56475,100,Yes,45,Saint Paul,55101,Minnesota
High School,Manual,M,S,Yes,1,0,0,14898,62,Yes,46,Irvine,92602,California
Bachelors,Skilled Manual,M,M,Yes,0,0,1,67424,73,Yes,61,Omaha,68101,Nebraska
Bachelors,Skilled Manual,F,M,Yes,0,0,1,49869,52,No,61,St. Louis,63101,Missouri
Bachelors,Skilled Manual,F,M,Yes,0,0,1,48386,44,No,61,Detroit,48201,Michigan
Bachelors,Skilled Manual,M,M,Yes,0,0,1,64242,80,Yes,61,Detroit,48201,Michigan
Partial College,Clerical,F,S,Yes,1,0,1,47087,44,No,62,San Jose,95101,California
High School,Manual,M,S,No,1,0,2,24797,45,No,98,Louisville,40201,Kentucky
Bachelors,Skilled Manual,M,M,Yes,1,0,1,70277,79,Yes,62,Omaha,68101,Nebraska
Bachelors,Skilled Manual,F,M,Yes,1,0,1,61096,51,No,62,Sacramento,94203,California
Partial College,Clerical,M,S,Yes,2,3,3,49612,97,Yes,46,Oklahoma City,73101,Oklahoma
Partial College,Clerical,F,S,Yes,1,4,4,35108,68,Yes,46,Jersey City,7302,New Jersey
Partial College,Clerical,M,S,Yes,3,4,4,36203,101,No,46,Cleveland,44101,Ohio
High School,Manual,M,S,No,1,0,0,22916,54,No,47,Toledo,43601,Ohio
Partial College,Clerical,M,S,No,1,0,0,41993,60,No,47,Raleigh,27601,North Carolina
High School,Manual,F,S,Yes,1,0,0,21057,42,No,48,Atlanta,30301,Georgia
High School,Manual,F,S,No,1,0,0,19382,41,No,48,Aurora,80010,Colorado
High School,Manual,F,S,No,1,0,0,30378,43,No,49,Kansas City,64101,Missouri
High School,Manual,M,S,No,1,0,0,22631,51,No,49,Corpus Christi,78401,Texas
High School,Manual,F,S,No,1,0,0,18489,40,No,48,Sacramento,94203,California
Partial College,Clerical,M,S,No,1,0,0,59534,64,Yes,48,El Paso,79901,Texas
Partial College,Clerical,M,S,No,1,0,0,60529,74,Yes,48,Seattle,98101,Washington
Partial High School,Manual,F,S,Yes,2,0,0,19254,43,Yes,50,Indianapolis,46201,Indiana
Partial College,Clerical,M,S,No,1,0,0,58217,59,No,49,Irvine,92602,California
Partial College,Clerical,F,S,No,1,0,0,50279,42,No,50,Miami,33101,Florida
Bachelors,Skilled Manual,M,M,Yes,0,1,1,56650,87,No,49,Anaheim,92801,California
Partial High School,Manual,M,S,No,2,0,0,24046,58,No,51,Jacksonville,32099,Florida
Partial High School,Manual,M,S,No,2,0,0,16800,55,No,51,Seattle,98101,Washington
Partial High School,Manual,F,S,No,2,0,0,13447,44,No,52,Cleveland,44101,Ohio
Partial College,Clerical,M,S,No,1,0,0,40417,66,Yes,50,Lincoln,68501,Nebraska
Partial College,Clerical,F,M,No,1,0,0,48505,46,No,50,Corpus Christi,78401,Texas
Partial High School,Manual,M,S,No,2,0,0,15175,54,No,44,Boston,2101,Massachusetts
Partial College,Clerical,M,S,No,1,0,0,73698,72,Yes,46,Long Beach,90801,California
